id,date,futures_contract,month,unfixed_sale,unfixed_purchase,report_week
2212,2011-09-09,CTK12,May 2012,4477,218,36
2213,2011-09-09,CTN12,July 2012,11172,6255,36
2214,2011-09-09,CTV12,October 2012,0,0,36
2215,2011-09-09,CTZ12,December 2012,2491,3156,36
2216,2011-09-09,CTH13,March 2013,799,0,36
2217,2011-09-16,CTV11,October 2011,231,119,37
2218,2011-09-16,CTZ11,December 2011,27358,6827,37
2219,2011-09-16,CTH12,March 2012,5802,1077,37
2220,2011-09-16,CTK12,May 2012,4296,218,37
2221,2011-09-16,CTN12,July 2012,11348,6380,37
2222,2011-09-16,CTV12,October 2012,0,0,37
2223,2011-09-16,CTZ12,December 2012,2491,4060,37
2224,2011-09-16,CTH13,March 2013,799,0,37
2225,2011-09-23,CTV11,October 2011,204,140,38
2226,2011-09-23,CTZ11,December 2011,25980,6821,38
2227,2011-09-23,CTH12,March 2012,6258,1078,38
2228,2011-09-23,CTK12,May 2012,4404,303,38
2229,2011-09-23,CTN12,July 2012,11422,6458,38
2230,2011-09-23,CTV12,October 2012,0,0,38
2231,2011-09-23,CTZ12,December 2012,2534,4140,38
2232,2011-09-23,CTH13,March 2013,847,0,38
2233,2011-09-30,CTV11,October 2011,0,0,39
2234,2011-09-30,CTZ11,December 2011,25645,7428,39
2235,2011-09-30,CTH12,March 2012,6317,1087,39
2236,2011-09-30,CTK12,May 2012,4348,219,39
2237,2011-09-30,CTN12,July 2012,11877,6661,39
2238,2011-09-30,CTV12,October 2012,0,0,39
2239,2011-09-30,CTZ12,December 2012,2567,4211,39
2240,2011-09-30,CTH13,March 2013,873,0,39
2241,2011-08-05,CTV11,October 2011,86,0,31
2242,2011-08-05,CTZ11,December 2011,24203,6986,31
2243,2011-08-05,CTH12,March 2012,4511,1053,31
2244,2011-08-05,CTK12,May 2012,4282,72,31
2245,2011-08-05,CTN12,July 2012,10129,3987,31
2246,2011-08-05,CTV12,October 2012,0,1102,31
2247,2011-08-05,CTZ12,December 2012,2450,3137,31
2248,2011-08-05,CTH13,March 2013,526,0,31
2249,2011-08-12,CTV11,October 2011,53,0,32
2250,2011-08-12,CTZ11,December 2011,27902,7108,32
2251,2011-08-12,CTH12,March 2012,4438,1052,32
2252,2011-08-12,CTK12,May 2012,4368,129,32
2253,2011-08-12,CTN12,July 2012,10163,4175,32
2254,2011-08-12,CTV12,October 2012,0,1102,32
2255,2011-08-12,CTZ12,December 2012,2303,3119,32
2256,2011-08-12,CTH13,March 2013,579,0,32
2257,2011-08-19,CTV11,October 2011,122,0,33
2258,2011-08-19,CTZ11,December 2011,27943,7176,33
2259,2011-08-19,CTH12,March 2012,4420,1014,33
2260,2011-08-19,CTK12,May 2012,4364,218,33
2261,2011-08-19,CTN12,July 2012,10599,5659,33
2262,2011-08-19,CTV12,October 2012,0,0,33
2263,2011-08-19,CTZ12,December 2012,2303,3115,33
2264,2011-08-19,CTH13,March 2013,579,0,33
2265,2011-08-26,CTV11,October 2011,126,16,34
2266,2011-08-26,CTZ11,December 2011,27868,7002,34
2267,2011-08-26,CTH12,March 2012,4415,995,34
2268,2011-08-26,CTK12,May 2012,4361,218,34
2269,2011-08-26,CTN12,July 2012,10617,5743,34
2270,2011-08-26,CTV12,October 2012,0,0,34
2271,2011-08-26,CTZ12,December 2012,2313,3119,34
2272,2011-08-26,CTH13,March 2013,579,0,34
2273,2011-07-01,CTN11,July 2011,315,0,26
2274,2011-07-01,CTV11,October 2011,154,70,26
2275,2011-07-01,CTZ11,December 2011,25716,6648,26
2276,2011-07-01,CTH12,March 2012,3999,1070,26
2277,2011-07-01,CTK12,May 2012,4741,94,26
2278,2011-07-01,CTN12,July 2012,9629,4310,26
2279,2011-07-01,CTV12,October 2012,0,551,26
2280,2011-07-01,CTZ12,December 2012,1710,2982,26
2281,2011-07-08,CTN11,July 2011,17,0,27
2282,2011-07-08,CTV11,October 2011,148,31,27
2283,2011-07-08,CTZ11,December 2011,25120,6898,27
2284,2011-07-08,CTH12,March 2012,4013,1070,27
2285,2011-07-08,CTK12,May 2012,4953,94,27
2286,2011-07-08,CTN12,July 2012,9756,4310,27
2287,2011-07-08,CTV12,October 2012,0,551,27
2288,2011-07-08,CTZ12,December 2012,2191,2976,27
2289,2011-07-15,CTN11,July 2011,0,0,28
2290,2011-07-15,CTV11,October 2011,139,207,28
2291,2011-07-15,CTZ11,December 2011,23959,7018,28
2292,2011-07-15,CTH12,March 2012,3974,1050,28
2293,2011-07-15,CTK12,May 2012,4681,94,28
2294,2011-07-15,CTN12,July 2012,9723,3759,28
2295,2011-07-15,CTV12,October 2012,0,1102,28
2296,2011-07-15,CTZ12,December 2012,2218,3004,28
2297,2011-07-22,CTV11,October 2011,67,0,29
2298,2011-07-22,CTZ11,December 2011,22238,7226,29
2299,2011-07-22,CTH12,March 2012,4535,1099,29
2300,2011-07-22,CTK12,May 2012,4566,89,29
2301,2011-07-22,CTN12,July 2012,10169,3803,29
2302,2011-07-22,CTV12,October 2012,0,1102,29
2303,2011-07-22,CTZ12,December 2012,2303,3932,29
2304,2011-07-22,CTH13,March 2013,529,0,29
2305,2011-07-29,CTV11,October 2011,63,0,30
2306,2011-07-29,CTZ11,December 2011,21948,7173,30
2307,2011-07-29,CTH12,March 2012,4558,1110,30
2308,2011-07-29,CTK12,May 2012,4281,89,30
2309,2011-07-29,CTN12,July 2012,10288,3803,30
2310,2011-07-29,CTV12,October 2012,0,1102,30
2311,2011-07-29,CTZ12,December 2012,2303,3958,30
2312,2011-07-29,CTH13,March 2013,608,0,30
2313,2011-06-03,CTN11,July 2011,16932,990,22
2314,2011-06-03,CTV11,October 2011,268,0,22
2315,2011-06-03,CTZ11,December 2011,21669,6696,22
2316,2011-06-03,CTH12,March 2012,3872,1100,22
2317,2011-06-03,CTK12,May 2012,4198,109,22
2318,2011-06-03,CTN12,July 2012,8782,2410,22
2319,2011-06-03,CTZ12,December 2012,962,3017,22
2320,2011-06-03,CTH13,March 2013,731,0,22
2321,2011-06-10,CTN11,July 2011,12749,782,23
2322,2011-06-10,CTV11,October 2011,259,0,23
2323,2011-06-10,CTZ11,December 2011,21899,6559,23
2324,2011-06-10,CTH12,March 2012,3807,1095,23
2325,2011-06-10,CTK12,May 2012,4319,109,23
2326,2011-06-10,CTN12,July 2012,9350,2834,23
2327,2011-06-10,CTZ12,December 2012,1007,2902,23
2328,2011-06-10,CTH13,March 2013,731,0,23
2329,2011-06-17,CTN11,July 2011,9428,921,24
2330,2011-06-17,CTV11,October 2011,228,0,24
2331,2011-06-17,CTZ11,December 2011,22873,6606,24
2332,2011-06-17,CTH12,March 2012,3825,1078,24
2333,2011-06-17,CTK12,May 2012,4629,109,24
2334,2011-06-17,CTN12,July 2012,9378,2966,24
2335,2011-06-17,CTZ12,December 2012,1398,2949,24
2336,2011-06-17,CTH13,March 2013,649,0,24
2337,2011-06-24,CTN11,July 2011,1109,88,25
2338,2011-06-24,CTV11,October 2011,155,0,25
2339,2011-06-24,CTZ11,December 2011,25739,6636,25
2340,2011-06-24,CTH12,March 2012,3841,1072,25
2341,2011-06-24,CTK12,May 2012,4764,94,25
2342,2011-06-24,CTN12,July 2012,9571,3737,25
2343,2011-06-24,CTV12,October 2012,0,551,25
2344,2011-06-24,CTZ12,December 2012,2073,2963,25
2345,2011-05-06,CTK11,May 2011,0,2,18
2346,2011-05-06,CTN11,July 2011,22493,1526,18
2347,2011-05-06,CTV11,October 2011,142,0,18
2348,2011-05-06,CTZ11,December 2011,20876,8037,18
2349,2011-05-06,CTH12,March 2012,3697,1146,18
2350,2011-05-06,CTK12,May 2012,4297,109,18
2351,2011-05-06,CTN12,July 2012,8874,2589,18
2352,2011-05-06,CTV12,October 2012,0,7,18
2353,2011-05-13,CTK11,May 2011,0,0,19
2354,2011-05-13,CTN11,July 2011,21462,1481,19
2355,2011-05-13,CTV11,October 2011,125,0,19
2356,2011-05-13,CTZ11,December 2011,20879,6964,19
2357,2011-05-13,CTH12,March 2012,3706,1145,19
2358,2011-05-13,CTK12,May 2012,4310,109,19
2359,2011-05-13,CTN12,July 2012,8823,2602,19
2360,2011-05-13,CTV12,October 2012,0,7,19
2361,2011-05-20,CTN11,July 2011,19910,1327,20
2362,2011-05-20,CTV11,October 2011,108,0,20
2363,2011-05-20,CTZ11,December 2011,20997,6939,20
2364,2011-05-20,CTH12,March 2012,3733,1149,20
2365,2011-05-20,CTK12,May 2012,4332,109,20
2366,2011-05-20,CTN12,July 2012,8837,2602,20
2367,2011-05-20,CTV12,October 2012,0,0,20
2368,2011-05-20,CTZ12,December 2012,834,3096,20
2369,2011-05-27,CTN11,July 2011,18672,1212,21
2370,2011-05-27,CTV11,October 2011,107,0,21
2371,2011-05-27,CTZ11,December 2011,21566,6886,21
2372,2011-05-27,CTH12,March 2012,3803,1193,21
2373,2011-05-27,CTK12,May 2012,4178,109,21
2374,2011-05-27,CTN12,July 2012,8762,2756,21
2375,2011-05-27,CTZ12,December 2012,912,3028,21
2376,2011-05-27,CTH13,March 2013,731,1951,21
2377,2011-04-01,CTK11,May 2011,13238,1816,13
2378,2011-04-01,CTN11,July 2011,31615,1934,13
2379,2011-04-01,CTV11,October 2011,241,0,13
2380,2011-04-01,CTZ11,December 2011,20282,7386,13
2381,2011-04-01,CTH12,March 2012,3661,1283,13
2382,2011-04-01,CTK12,May 2012,3912,70,13
2383,2011-04-01,CTN12,July 2012,7509,2134,13
2384,2011-04-01,CTZ12,December 2012,567,2868,13
2385,2011-04-08,CTK11,May 2011,10048,1722,14
2386,2011-04-08,CTN11,July 2011,30584,1829,14
2387,2011-04-08,CTV11,October 2011,203,0,14
2388,2011-04-08,CTZ11,December 2011,20516,6912,14
2389,2011-04-08,CTH12,March 2012,3686,1133,14
2390,2011-04-08,CTK12,May 2012,3927,70,14
2391,2011-04-08,CTN12,July 2012,7455,2196,14
2392,2011-04-08,CTZ12,December 2012,598,2923,14
2393,2011-04-15,CTK11,May 2011,8317,1647,15
2394,2011-04-15,CTN11,July 2011,28560,1723,15
2395,2011-04-15,CTV11,October 2011,185,0,15
2396,2011-04-15,CTZ11,December 2011,20716,7910,15
2397,2011-04-15,CTH12,March 2012,3676,1147,15
2398,2011-04-15,CTK12,May 2012,4039,70,15
2399,2011-04-15,CTN12,July 2012,7601,2308,15
2400,2011-04-15,CTZ12,December 2012,641,3106,15
2401,2011-04-22,CTK11,May 2011,530,2,16
2402,2011-04-22,CTN11,July 2011,27433,1701,16
2403,2011-04-22,CTV11,October 2011,198,0,16
2404,2011-04-22,CTZ11,December 2011,20608,7864,16
2405,2011-04-22,CTH12,March 2012,3661,1146,16
2406,2011-04-22,CTK12,May 2012,4184,109,16
2407,2011-04-22,CTN12,July 2012,7872,2711,16
2408,2011-04-22,CTV12,October 2012,0,7,16
2409,2011-04-29,CTK11,May 2011,0,2,17
2410,2011-04-29,CTN11,July 2011,24473,1498,17
2411,2011-04-29,CTV11,October 2011,548,0,17
2412,2011-04-29,CTZ11,December 2011,20785,7991,17
2413,2011-04-29,CTH12,March 2012,3750,1145,17
2414,2011-04-29,CTK12,May 2012,4240,109,17
2415,2011-04-29,CTN12,July 2012,8041,2634,17
2416,2011-04-29,CTV12,October 2012,0,7,17
2417,2011-03-04,CTH11,March 2011,7,0,9
2418,2011-03-04,CTK11,May 2011,20982,637,9
2419,2011-03-04,CTN11,July 2011,36091,1752,9
2420,2011-03-04,CTV11,October 2011,1066,1,9
2421,2011-03-04,CTZ11,December 2011,15945,8727,9
2422,2011-03-04,CTH12,March 2012,3680,1278,9
2423,2011-03-04,CTK12,May 2012,3348,87,9
2424,2011-03-04,CTN12,July 2012,6303,1991,9
2425,2011-03-11,CTH11,March 2011,0,0,10
2426,2011-03-11,CTK11,May 2011,19227,629,10
2427,2011-03-11,CTN11,July 2011,32765,1841,10
2428,2011-03-11,CTV11,October 2011,291,1,10
2429,2011-03-11,CTZ11,December 2011,17593,8624,10
2430,2011-03-11,CTH12,March 2012,3587,1261,10
2431,2011-03-11,CTK12,May 2012,3795,85,10
2432,2011-03-11,CTN12,July 2012,6587,1989,10
2433,2011-03-18,CTH11,March 2011,0,0,11
2434,2011-03-18,CTK11,May 2011,16441,664,11
2435,2011-03-18,CTN11,July 2011,33854,1856,11
2436,2011-03-18,CTV11,October 2011,266,0,11
2437,2011-03-18,CTZ11,December 2011,19000,7811,11
2438,2011-03-18,CTH12,March 2012,3852,1378,11
2439,2011-03-18,CTK12,May 2012,3901,70,11
2440,2011-03-18,CTN12,July 2012,6910,1925,11
2441,2011-03-25,CTK11,May 2011,14994,645,12
2442,2011-03-25,CTN11,July 2011,32586,1893,12
2443,2011-03-25,CTV11,October 2011,272,0,12
2444,2011-03-25,CTZ11,December 2011,20422,7655,12
2445,2011-03-25,CTH12,March 2012,3445,1375,12
2446,2011-03-25,CTK12,May 2012,3584,70,12
2447,2011-03-25,CTN12,July 2012,7439,1977,12
2448,2011-03-25,CTZ12,December 2012,567,4780,12
2449,2011-02-04,CTH11,March 2011,15884,670,5
2450,2011-02-04,CTK11,May 2011,19535,368,5
2451,2011-02-04,CTN11,July 2011,38252,2031,5
2452,2011-02-04,CTV11,October 2011,1116,6,5
2453,2011-02-04,CTZ11,December 2011,15208,7602,5
2454,2011-02-04,CTH12,March 2012,3510,684,5
2455,2011-02-04,CTK12,May 2012,3156,53,5
2456,2011-02-04,CTN12,July 2012,6003,2086,5
2457,2011-02-11,CTH11,March 2011,11766,264,6
2458,2011-02-11,CTK11,May 2011,20554,476,6
2459,2011-02-11,CTN11,July 2011,39352,2118,6
2460,2011-02-11,CTV11,October 2011,1099,6,6
2461,2011-02-11,CTZ11,December 2011,15361,7455,6
2462,2011-02-11,CTH12,March 2012,3757,1022,6
2463,2011-02-11,CTK12,May 2012,3292,90,6
2464,2011-02-11,CTN12,July 2012,6163,1993,6
2465,2011-02-18,CTH11,March 2011,42,0,7
2466,2011-02-18,CTK11,May 2011,22748,388,7
2467,2011-02-18,CTN11,July 2011,36970,1829,7
2468,2011-02-18,CTV11,October 2011,1112,6,7
2469,2011-02-18,CTZ11,December 2011,15460,7474,7
2470,2011-02-18,CTH12,March 2012,3782,1091,7
2471,2011-02-18,CTK12,May 2012,3262,90,7
2472,2011-02-18,CTN12,July 2012,5826,2039,7
2473,2011-02-25,CTH11,March 2011,91,0,8
2474,2011-02-25,CTK11,May 2011,21891,636,8
2475,2011-02-25,CTN11,July 2011,36317,1863,8
2476,2011-02-25,CTV11,October 2011,1098,1,8
2477,2011-02-25,CTZ11,December 2011,15557,8692,8
2478,2011-02-25,CTH12,March 2012,3603,1128,8
2479,2011-02-25,CTK12,May 2012,3220,87,8
2480,2011-02-25,CTN12,July 2012,5746,2038,8
2481,2011-01-07,CTH11,March 2011,25473,1157,1
2482,2011-01-07,CTK11,May 2011,19304,337,1
2483,2011-01-07,CTN11,July 2011,36932,2540,1
2484,2011-01-07,CTV11,October 2011,948,18,1
2485,2011-01-07,CTZ11,December 2011,12104,8397,1
2486,2011-01-07,CTH12,March 2012,3477,231,1
2487,2011-01-07,CTK12,May 2012,2539,53,1
2488,2011-01-07,CTN12,July 2012,3237,906,1
2489,2011-01-14,CTH11,March 2011,23947,914,2
2490,2011-01-14,CTK11,May 2011,19568,343,2
2491,2011-01-14,CTN11,July 2011,37156,2173,2
2492,2011-01-14,CTV11,October 2011,1071,18,2
2493,2011-01-14,CTZ11,December 2011,12401,8128,2
2494,2011-01-14,CTH12,March 2012,3505,337,2
2495,2011-01-14,CTK12,May 2012,2599,53,2
2496,2011-01-14,CTN12,July 2012,4219,919,2
2497,2011-01-21,CTH11,March 2011,23016,460,3
2498,2011-01-21,CTK11,May 2011,19691,370,3
2499,2011-01-21,CTN11,July 2011,37944,2141,3
2500,2011-01-21,CTV11,October 2011,987,18,3
2501,2011-01-21,CTZ11,December 2011,13616,8033,3
2502,2011-01-21,CTH12,March 2012,3547,456,3
2503,2011-01-21,CTK12,May 2012,2789,53,3
2504,2011-01-21,CTN12,July 2012,4907,1656,3
2505,2011-01-28,CTH11,March 2011,20824,770,4
2506,2011-01-28,CTK11,May 2011,19517,381,4
2507,2011-01-28,CTN11,July 2011,38796,2167,4
2508,2011-01-28,CTV11,October 2011,1049,18,4
2509,2011-01-28,CTZ11,December 2011,14421,7893,4
2510,2011-01-28,CTH12,March 2012,3513,649,4
2511,2011-01-28,CTK12,May 2012,3240,53,4
2512,2011-01-28,CTN12,July 2012,5868,1828,4
2513,2013-12-06,CTH14,March 2014,22300,9454,49
2514,2013-12-06,CTK14,May 2014,10818,1091,49
2515,2013-12-06,CTN14,July 2014,11997,1756,49
2516,2013-12-06,CTV14,October 2014,35,0,49
2517,2013-12-06,CTZ14,December 2014,3109,7477,49
2518,2013-12-06,CTH15,March 2015,1149,0,49
2519,2013-12-06,CTK15,May 2015,92,0,49
2520,2013-12-06,CTN15,July 2015,0,0,49
2521,2013-12-13,CTH14,March 2014,23019,8233,50
2522,2013-12-13,CTK14,May 2014,12104,1244,50
2523,2013-12-13,CTN14,July 2014,13734,1946,50
2524,2013-12-13,CTV14,October 2014,35,0,50
2525,2013-12-13,CTZ14,December 2014,3185,7583,50
2526,2013-12-13,CTH15,March 2015,1191,0,50
2527,2013-12-13,CTK15,May 2015,92,0,50
2528,2013-12-13,CTN15,July 2015,0,0,50
2529,2013-12-20,CTH14,March 2014,22980,7641,51
2530,2013-12-20,CTK14,May 2014,12856,1236,51
2531,2013-12-20,CTN14,July 2014,14627,1944,51
2532,2013-12-20,CTV14,October 2014,35,0,51
2533,2013-12-20,CTZ14,December 2014,3230,8995,51
2534,2013-12-20,CTH15,March 2015,1202,0,51
2535,2013-12-20,CTK15,May 2015,92,0,51
2536,2013-12-20,CTN15,July 2015,123,308,51
2537,2013-12-27,CTH14,March 2014,22038,7036,52
2538,2013-12-27,CTK14,May 2014,13200,1236,52
2539,2013-12-27,CTN14,July 2014,14476,1887,52
2540,2013-12-27,CTV14,October 2014,35,0,52
2541,2013-12-27,CTZ14,December 2014,3401,9032,52
2542,2013-12-27,CTH15,March 2015,1243,0,52
2543,2013-12-27,CTK15,May 2015,92,0,52
2544,2013-12-27,CTN15,July 2015,123,308,52
2545,2013-11-01,CTZ13,December 2013,5330,8345,44
2546,2013-11-01,CTH14,March 2014,18917,2691,44
2547,2013-11-01,CTK14,May 2014,8741,629,44
2548,2013-11-01,CTN14,July 2014,10520,1473,44
2549,2013-11-01,CTV14,October 2014,35,0,44
2550,2013-11-01,CTZ14,December 2014,2653,6333,44
2551,2013-11-01,CTH15,March 2015,1083,0,44
2552,2013-11-01,CTK15,May 2015,92,0,44
2553,2013-11-08,CTZ13,December 2013,4459,8376,45
2554,2013-11-08,CTH14,March 2014,20147,3713,45
2555,2013-11-08,CTK14,May 2014,9547,712,45
2556,2013-11-08,CTN14,July 2014,10183,1823,45
2557,2013-11-08,CTV14,October 2014,35,0,45
2558,2013-11-08,CTZ14,December 2014,2879,6066,45
2559,2013-11-08,CTH15,March 2015,1083,0,45
2560,2013-11-08,CTK15,May 2015,92,0,45
2561,2013-11-15,CTZ13,December 2013,3524,6330,46
2562,2013-11-15,CTH14,March 2014,20213,5102,46
2563,2013-11-15,CTK14,May 2014,10122,818,46
2564,2013-11-15,CTN14,July 2014,10563,1520,46
2565,2013-11-15,CTV14,October 2014,35,0,46
2566,2013-11-15,CTZ14,December 2014,2718,6400,46
2567,2013-11-15,CTH15,March 2015,1083,0,46
2568,2013-11-15,CTK15,May 2015,92,0,46
2569,2013-11-22,CTZ13,December 2013,0,0,47
2570,2013-11-22,CTH14,March 2014,21838,9572,47
2571,2013-11-22,CTK14,May 2014,9765,957,47
2572,2013-11-22,CTN14,July 2014,10757,1675,47
2573,2013-11-22,CTV14,October 2014,35,0,47
2574,2013-11-22,CTZ14,December 2014,2891,6745,47
2575,2013-11-22,CTH15,March 2015,1083,0,47
2576,2013-11-22,CTK15,May 2015,92,0,47
2577,2013-11-29,CTZ13,December 2013,0,0,48
2578,2013-11-29,CTH14,March 2014,22013,9757,48
2579,2013-11-29,CTK14,May 2014,10348,1232,48
2580,2013-11-29,CTN14,July 2014,10788,1500,48
2581,2013-11-29,CTV14,October 2014,35,0,48
2582,2013-11-29,CTZ14,December 2014,2993,7168,48
2583,2013-11-29,CTH15,March 2015,1219,0,48
2584,2013-11-29,CTK15,May 2015,92,0,48
2585,2013-10-04,CTZ13,December 2013,22234,8338,40
2586,2013-10-04,CTH14,March 2014,19057,2397,40
2587,2013-10-04,CTK14,May 2014,7432,181,40
2588,2013-10-04,CTN14,July 2014,9880,1322,40
2589,2013-10-04,CTZ14,December 2014,2309,6030,40
2590,2013-10-04,CTH15,March 2015,856,0,40
2591,2013-10-04,CTK15,May 2015,92,0,40
2592,2013-10-04,CTN15,July 2015,0,0,40
2593,2013-10-11,CTZ13,December 2013,18311,8268,41
2594,2013-10-11,CTH14,March 2014,20173,2590,41
2595,2013-10-11,CTK14,May 2014,7805,241,41
2596,2013-10-11,CTN14,July 2014,10458,1332,41
2597,2013-10-11,CTZ14,December 2014,2380,6169,41
2598,2013-10-11,CTH15,March 2015,935,0,41
2599,2013-10-11,CTK15,May 2015,92,0,41
2600,2013-10-11,CTN15,July 2015,0,0,41
2601,2013-10-18,CTZ13,December 2013,14023,8156,42
2602,2013-10-18,CTH14,March 2014,20458,2700,42
2603,2013-10-18,CTK14,May 2014,8029,214,42
2604,2013-10-18,CTN14,July 2014,10516,1447,42
2605,2013-10-18,CTZ14,December 2014,2456,6299,42
2606,2013-10-18,CTH15,March 2015,995,0,42
2607,2013-10-18,CTK15,May 2015,92,0,42
2608,2013-10-18,CTN15,July 2015,0,0,42
2609,2013-10-25,CTZ13,December 2013,8067,8243,43
2610,2013-10-25,CTH14,March 2014,19515,2652,43
2611,2013-10-25,CTK14,May 2014,8401,620,43
2612,2013-10-25,CTN14,July 2014,10747,1447,43
2613,2013-10-25,CTZ14,December 2014,2486,6334,43
2614,2013-10-25,CTH15,March 2015,1083,0,43
2615,2013-10-25,CTK15,May 2015,92,0,43
2616,2013-10-25,CTN15,July 2015,0,0,43
2617,2013-09-06,CTV13,October 2013,0,0,36
2618,2013-09-06,CTZ13,December 2013,22745,9703,36
2619,2013-09-06,CTH14,March 2014,16158,2262,36
2620,2013-09-06,CTK14,May 2014,5367,166,36
2621,2013-09-06,CTN14,July 2014,8411,1017,36
2622,2013-09-06,CTZ14,December 2014,2212,5511,36
2623,2013-09-06,CTH15,March 2015,856,0,36
2624,2013-09-06,CTK15,May 2015,92,0,36
2625,2013-09-13,CTV13,October 2013,0,0,37
2626,2013-09-13,CTZ13,December 2013,22489,9446,37
2627,2013-09-13,CTH14,March 2014,17164,2293,37
2628,2013-09-13,CTK14,May 2014,6700,175,37
2629,2013-09-13,CTN14,July 2014,9166,1034,37
2630,2013-09-13,CTZ14,December 2014,2227,5660,37
2631,2013-09-13,CTH15,March 2015,856,0,37
2632,2013-09-13,CTK15,May 2015,92,0,37
2633,2013-09-20,CTV13,October 2013,0,0,38
2634,2013-09-20,CTZ13,December 2013,22126,9191,38
2635,2013-09-20,CTH14,March 2014,17492,2370,38
2636,2013-09-20,CTK14,May 2014,6907,175,38
2637,2013-09-20,CTN14,July 2014,9241,1093,38
2638,2013-09-20,CTZ14,December 2014,2240,5780,38
2639,2013-09-20,CTH15,March 2015,856,0,38
2640,2013-09-20,CTK15,May 2015,92,0,38
2641,2013-09-27,CTZ13,December 2013,22097,8858,39
2642,2013-09-27,CTH14,March 2014,18591,2323,39
2643,2013-09-27,CTK14,May 2014,7145,179,39
2644,2013-09-27,CTN14,July 2014,9585,1348,39
2645,2013-09-27,CTZ14,December 2014,2410,5909,39
2646,2013-09-27,CTH15,March 2015,856,0,39
2647,2013-09-27,CTK15,May 2015,92,0,39
2648,2013-09-27,CTN15,July 2015,0,0,39
2649,2013-08-02,CTV13,October 2013,25,0,31
2650,2013-08-02,CTZ13,December 2013,29068,12830,31
2651,2013-08-02,CTH14,March 2014,14584,1619,31
2652,2013-08-02,CTK14,May 2014,4098,206,31
2653,2013-08-02,CTN14,July 2014,6668,1016,31
2654,2013-08-02,CTZ14,December 2014,2190,5070,31
2655,2013-08-02,CTH15,March 2015,769,0,31
2656,2013-08-02,CTK15,May 2015,92,0,31
2657,2013-08-09,CTV13,October 2013,25,0,32
2658,2013-08-09,CTZ13,December 2013,29290,11911,32
2659,2013-08-09,CTH14,March 2014,15027,1748,32
2660,2013-08-09,CTK14,May 2014,4357,191,32
2661,2013-08-09,CTN14,July 2014,7168,972,32
2662,2013-08-09,CTZ14,December 2014,2155,5201,32
2663,2013-08-09,CTH15,March 2015,769,0,32
2664,2013-08-09,CTK15,May 2015,92,0,32
2665,2013-08-16,CTV13,October 2013,25,0,33
2666,2013-08-16,CTZ13,December 2013,29761,9476,33
2667,2013-08-16,CTH14,March 2014,17441,1970,33
2668,2013-08-16,CTK14,May 2014,4664,171,33
2669,2013-08-16,CTN14,July 2014,7234,840,33
2670,2013-08-16,CTZ14,December 2014,2035,5158,33
2671,2013-08-16,CTH15,March 2015,769,0,33
2672,2013-08-16,CTK15,May 2015,92,0,33
2673,2013-08-23,CTV13,October 2013,0,0,34
2674,2013-08-23,CTZ13,December 2013,26560,9389,34
2675,2013-08-23,CTH14,March 2014,16657,1994,34
2676,2013-08-23,CTK14,May 2014,4933,166,34
2677,2013-08-23,CTN14,July 2014,7552,840,34
2678,2013-08-23,CTZ14,December 2014,2007,5310,34
2679,2013-08-23,CTH15,March 2015,769,0,34
2680,2013-08-23,CTK15,May 2015,92,0,34
2681,2013-08-30,CTV13,October 2013,0,0,35
2682,2013-08-30,CTZ13,December 2013,25303,9726,35
2683,2013-08-30,CTH14,March 2014,15862,2140,35
2684,2013-08-30,CTK14,May 2014,5028,166,35
2685,2013-08-30,CTN14,July 2014,7861,1016,35
2686,2013-08-30,CTZ14,December 2014,2079,5418,35
2687,2013-08-30,CTH15,March 2015,769,0,35
2688,2013-08-30,CTK15,May 2015,92,0,35
2689,2013-07-05,CTN13,July 2013,0,0,27
2690,2013-07-05,CTV13,October 2013,25,0,27
2691,2013-07-05,CTZ13,December 2013,29755,14531,27
2692,2013-07-05,CTH14,March 2014,13894,431,27
2693,2013-07-05,CTK14,May 2014,3928,191,27
2694,2013-07-05,CTN14,July 2014,4972,1017,27
2695,2013-07-05,CTZ14,December 2014,2114,4765,27
2696,2013-07-05,CTH15,March 2015,769,0,27
2697,2013-07-12,CTV13,October 2013,25,0,28
2698,2013-07-12,CTZ13,December 2013,30371,14494,28
2699,2013-07-12,CTH14,March 2014,14074,1559,28
2700,2013-07-12,CTK14,May 2014,3845,191,28
2701,2013-07-12,CTN14,July 2014,5273,1016,28
2702,2013-07-12,CTZ14,December 2014,2041,4853,28
2703,2013-07-12,CTH15,March 2015,769,0,28
2704,2013-07-12,CTK15,May 2015,92,0,28
2705,2013-07-19,CTV13,October 2013,25,0,29
2706,2013-07-19,CTZ13,December 2013,28464,14774,29
2707,2013-07-19,CTH14,March 2014,14408,1559,29
2708,2013-07-19,CTK14,May 2014,4009,206,29
2709,2013-07-19,CTN14,July 2014,5938,1016,29
2710,2013-07-19,CTZ14,December 2014,2146,4861,29
2711,2013-07-19,CTH15,March 2015,769,0,29
2712,2013-07-19,CTK15,May 2015,92,0,29
2713,2013-07-26,CTV13,October 2013,25,0,30
2714,2013-07-26,CTZ13,December 2013,28915,12601,30
2715,2013-07-26,CTH14,March 2014,14524,1619,30
2716,2013-07-26,CTK14,May 2014,4221,206,30
2717,2013-07-26,CTN14,July 2014,6278,1016,30
2718,2013-07-26,CTZ14,December 2014,2181,4956,30
2719,2013-07-26,CTH15,March 2015,769,0,30
2720,2013-07-26,CTK15,May 2015,92,0,30
